,DELAY BETWEEN RATES (ms),Batch Size,Number of Batches (per run),Number of runs,Delay Increment,Batch Size Increment,,,,,,
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4272,1.4273,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4249,1.4251,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.416,1.4161,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4193,1.4194,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4107,1.4108,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4141,1.4142,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4106,1.4107,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4051,1.4053,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4131,1.4132,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4179,1.4182,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4186,1.4188,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4185,1.4186,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4183,1.4187,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4197,1.4201,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.414,1.4144,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4183,1.4184,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4286,1.4289,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4308,1.4312,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.426,1.4261,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4127,1.4128,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4214,1.4216,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4244,1.4248,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4284,1.4285,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4355,1.4356,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4398,1.4401,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4184,1.4188,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4399,1.4403,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4414,1.4415,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4411,1.4414,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4453,1.4456,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4251,1.4253,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4464,1.4467,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4509,1.451,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4517,1.4519,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4487,1.4488,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4306,1.4309,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4514,1.4517,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4634,1.4637,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4657,1.4658,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4693,1.4695,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4683,1.4686,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4447,1.445,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4683,1.4686,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4608,1.4611,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4581,1.4582,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4659,1.4662,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.465,1.4651,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4668,1.467,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4627,1.463,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4667,1.4669,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4724,1.4728,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4824,1.4825,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4662,1.4665,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4849,1.4853,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4859,1.486,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4842,1.4844,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4842,1.4845,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4858,1.486,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4839,1.484,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4791,1.4792,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4791,1.4794,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4672,1.4673,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4639,1.4643,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.474,1.4741,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.466,1.4661,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4695,1.4698,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4723,1.4724,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4636,1.4637,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4663,1.4665,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4602,1.4603,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4663,1.4664,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4675,1.4676,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4708,1.4711,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4687,1.4689,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.468,1.4681,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4561,1.4564,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4434,1.4437,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4433,1.4434,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4402,1.4403,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4522,1.4523,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4401,1.4402,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4398,1.4399,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4361,1.4362,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4359,1.436,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4385,1.4386,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4728,1.473,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4387,1.439,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4393,1.4394,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4402,1.4406,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4437,1.444,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4729,1.4731,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4655,1.4657,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4704,1.4705,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4659,1.4662,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4726,1.4728,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4745,1.4748,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4597,1.4601,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4748,1.475,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4716,1.4718,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4706,1.471,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4701,1.4702,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4695,1.4696,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4749,1.475,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4793,1.4794,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4782,1.4785,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.485,1.4852,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4782,1.4786,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4868,1.4871,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4786,1.4787,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4661,1.4663,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4626,1.4628,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4522,1.4523,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.464,1.4644,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4487,1.4489,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4654,1.4655,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4733,1.4735,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4686,1.4688,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4625,1.4626,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4686,1.4689,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4715,1.4716,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4773,1.4775,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4784,1.4785,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4854,1.4856,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4807,1.4809,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4604,1.4605,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4808,1.481,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4817,1.4819,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.475,1.4753,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4636,1.4638,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4862,1.4865,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4587,1.4588,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4488,1.4491,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4511,1.4513,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4511,1.4515,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4574,1.4576,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4533,1.4534,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4538,1.4541,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4658,1.466,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4687,1.4688,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4687,1.4691,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4595,1.4596,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4662,1.4665,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4702,1.4705,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4832,1.4835,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4823,1.4825,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4702,1.4704,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.5038,1.5039,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.5127,1.5129,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.5191,1.5192,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.5184,1.5185,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4741,1.4742,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.5184,1.5187,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.5199,1.52,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.5199,1.5202,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.5184,1.5186,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.5191,1.5194,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4819,1.4821,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.5127,1.5128,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.5038,1.5041,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4852,1.4854,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4823,1.4824,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4832,1.4835,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4832,1.4833,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4832,1.4834,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4819,1.482,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4741,1.4742,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4702,1.4705,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4852,1.4854,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4702,1.4705,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4687,1.4688,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4687,1.4688,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4658,1.4659,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.5184,1.5187,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4574,1.4575,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4538,1.4539,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4533,1.4534,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4511,1.4515,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4511,1.4512,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4662,1.4666,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4488,1.449,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4587,1.4591,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4636,1.4639,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.475,1.4751,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4595,1.4598,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4817,1.4819,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4808,1.481,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4862,1.4865,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4784,1.4785,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4807,1.4808,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4773,1.4775,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4715,1.4716,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4686,1.4688,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4686,1.4687,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4733,1.4734,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4854,1.4855,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4654,1.4657,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4604,1.4608,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4487,1.449,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4522,1.4524,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4625,1.4629,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4782,1.4785,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4626,1.4627,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.464,1.4644,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4661,1.4662,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4786,1.4787,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4782,1.4784,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4868,1.4869,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.485,1.4851,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4793,1.4794,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4695,1.4699,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4726,1.4729,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4701,1.4702,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4706,1.4707,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4716,1.4717,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4748,1.4751,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4359,1.4362,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4749,1.4751,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4745,1.4748,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4659,1.466,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4597,1.46,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4704,1.4706,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4687,1.469,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4729,1.4732,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4728,1.4729,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4655,1.4657,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4522,1.4524,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.468,1.4683,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4437,1.4438,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4402,1.4403,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4393,1.4395,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4387,1.4389,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4385,1.4386,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4663,1.4664,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4361,1.4363,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4398,1.4399,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4401,1.4403,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4402,1.4403,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4433,1.4434,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4663,1.4665,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4434,1.4436,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4561,1.4565,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4708,1.471,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4636,1.4638,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4675,1.4677,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4602,1.4603,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4723,1.4724,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4695,1.4696,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.466,1.4663,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4608,1.461,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4639,1.464,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4672,1.4673,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.474,1.4743,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4791,1.4795,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4791,1.4792,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4683,1.4684,Market,0,A
FX,2,FXSPOT,SP,,SIMU,ABC,XYZ,1.4858,1.4861,Market,0,A
